Bagsac,166813001,Rural,8316
Bayogo,166813002,Rural,8316
Magsaysay,166813003,Rural,8316
Manga,166813004,Rural,8316
Panayogon,166813005,Rural,8316
Patong Patong,166813006,Rural,8316
Quirino (Pob.),166813007,Rural,8316
San Antonio,166813008,Rural,8316
San Juan,166813009,Rural,8316
San Roque,166813010,Rural,8316
San Vicente,166813011,Rural,8316
Songkit,166813012,Rural,8316
Union,166813013,Rural,8316
Linibonan,166813014,Rural,8316
