Aras-Asan,166804001,Rural,8304
Bacolod,166804002,Rural,8304
Bitaugan East,166804003,Rural,8304
Bitaugan West,166804004,Rural,8304
Tawagan,166804005,Rural,8304
Lactudan,166804006,Rural,8304
Mat-e,166804007,Rural,8304
La Purisima (Palhe),166804008,Rural,8304
Poblacion,166804009,Rural,8304
Unidad,166804011,Rural,8304
Tubo-tubo,166804012,Rural,8304
